"data for Bass_river(dry)" 
1.0  ! stepsize (days) 
ST1: 13149 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
4.37625,1.096774194,0.056, 9/07/1986
2.98625,1.096774194,0.057,10/07/1986
1.12375,1.096774194,0.064,11/07/1986
0.3525,1.096774194,0.074,12/07/1986
0,1.096774194,0.085,13/07/1986
0,1.096774194,0.069,14/07/1986
7.48125,1.096774194,0.063,15/07/1986
14.56375,1.096774194,0.068,16/07/1986
7.37625,1.096774194,0.172,17/07/1986
0.79875,1.096774194,0.188,18/07/1986
0,1.096774194,0.144,19/07/1986
0,1.096774194,0.117,20/07/1986
0,1.096774194,0.093,21/07/1986
2.31875,1.096774194,0.087,22/07/1986
7.00375,1.096774194,0.081,23/07/1986
9.23,1.096774194,0.099,24/07/1986
3.99875,1.096774194,0.178,25/07/1986
0.28875,1.096774194,0.175,26/07/1986
0,1.096774194,0.129,27/07/1986
0,1.096774194,0.113,28/07/1986
0,1.096774194,0.101,29/07/1986
0,1.096774194,0.095,30/07/1986
0,1.096774194,0.091,31/07/1986
0,1.516129032,0.087, 1/08/1986
0,1.516129032,0.085, 2/08/1986
0.08125,1.516129032,0.08, 3/08/1986
0.33625,1.516129032,0.074, 4/08/1986
2.16,1.516129032,0.073, 5/08/1986
5.64875,1.516129032,0.085, 6/08/1986
3.3175,1.516129032,0.204, 7/08/1986
0.38625,1.516129032,0.196, 8/08/1986
0,1.516129032,0.154, 9/08/1986
0,1.516129032,0.128,10/08/1986
0,1.516129032,0.11,11/08/1986
0,1.516129032,0.1,12/08/1986
0,1.516129032,0.092,13/08/1986
4.50625,1.516129032,0.084,14/08/1986
20.94125,1.516129032,0.094,15/08/1986
10.9425,1.516129032,0.418,16/08/1986
0.39375,1.516129032,0.389,17/08/1986
0.23625,1.516129032,0.241,18/08/1986
0,1.516129032,0.185,19/08/1986
0,1.516129032,0.156,20/08/1986
0,1.516129032,0.135,21/08/1986
0.36875,1.516129032,0.124,22/08/1986
1.48375,1.516129032,0.119,23/08/1986
6.31375,1.516129032,0.116,24/08/1986
3.5275,1.516129032,0.127,25/08/1986
0.11625,1.516129032,0.143,26/08/1986
0,1.516129032,0.12,27/08/1986
0,1.516129032,0.108,28/08/1986
2.01875,1.516129032,0.1,29/08/1986
1.67375,1.516129032,0.1,30/08/1986
0.3525,1.516129032,0.11,31/08/1986
0.0575,2.133333333,0.105, 1/09/1986
0.0075,2.133333333,0.1, 2/09/1986
0,2.133333333,0.103, 3/09/1986
0,2.133333333,0.093, 4/09/1986
1.3375,2.133333333,0.085, 5/09/1986
1.04,2.133333333,0.081, 6/09/1986
0.2425,2.133333333,0.08, 7/09/1986
0.55375,2.133333333,0.077, 8/09/1986
1.0275,2.133333333,0.075, 9/09/1986
1.17625,2.133333333,0.072,10/09/1986
0.6675,2.133333333,0.071,11/09/1986
1.5475,2.133333333,0.071,12/09/1986
3.02875,2.133333333,0.075,13/09/1986
2.67125,2.133333333,0.084,14/09/1986
2.5425,2.133333333,0.094,15/09/1986
3.385,2.133333333,0.094,16/09/1986
2.25375,2.133333333,0.081,17/09/1986
5.49375,2.133333333,0.085,18/09/1986
2.99875,2.133333333,0.169,19/09/1986
0.00375,2.133333333,0.256,20/09/1986
0.275,2.133333333,0.176,21/09/1986
0.165,2.133333333,0.144,22/09/1986
0,2.133333333,0.127,23/09/1986
0,2.133333333,0.116,24/09/1986
0.73125,2.133333333,0.106,25/09/1986
1.6075,2.133333333,0.1,26/09/1986
2.47,2.133333333,0.092,27/09/1986
1.06125,2.133333333,0.095,28/09/1986
12.9625,2.133333333,0.111,29/09/1986
7.7775,2.133333333,0.101,30/09/1986
0.3875,3.419354839,0.09, 1/10/1986
11.02625,3.419354839,0.086, 2/10/1986
8.16375,3.419354839,0.217, 3/10/1986
6.38125,3.419354839,0.659, 4/10/1986
3.22125,3.419354839,0.364, 5/10/1986
5.39375,3.419354839,0.257, 6/10/1986
3.34875,3.419354839,0.207, 7/10/1986
0.0675,3.419354839,0.18, 8/10/1986
0.41875,3.419354839,0.158, 9/10/1986
2.33875,3.419354839,0.144,10/10/1986
1.2525,3.419354839,0.181,11/10/1986
0.90625,3.419354839,0.17,12/10/1986
4.6375,3.419354839,0.138,13/10/1986
3.10625,3.419354839,0.14,14/10/1986
0.39,3.419354839,0.311,15/10/1986
0,3.419354839,0.216,16/10/1986
0.40625,3.419354839,0.176,17/10/1986
2.00625,3.419354839,0.157,18/10/1986
5.6325,3.419354839,0.161,19/10/1986
2.745,3.419354839,0.183,20/10/1986
0,3.419354839,0.179,21/10/1986
10.05,3.419354839,0.16,22/10/1986
6.4175,3.419354839,0.788,23/10/1986
19.03875,3.419354839,0.633,24/10/1986
11.365,3.419354839,0.509,25/10/1986
0.04875,3.419354839,0.385,26/10/1986
0.4625,3.419354839,0.301,27/10/1986
0.2775,3.419354839,0.266,28/10/1986
0.0125,3.419354839,0.227,29/10/1986
0.0075,3.419354839,0.192,30/10/1986
1.875,3.419354839,0.175,31/10/1986
1.125,4.266666667,0.172, 1/11/1986
0,4.266666667,0.157, 2/11/1986
0,4.266666667,0.131, 3/11/1986
0,4.266666667,0.117, 4/11/1986
1.48125,4.266666667,0.104, 5/11/1986
2.30125,4.266666667,0.099, 6/11/1986
0.8475,4.266666667,0.11, 7/11/1986
0,4.266666667,0.115, 8/11/1986
0,4.266666667,0.097, 9/11/1986
0.9625,4.266666667,0.085,10/11/1986
0.5775,4.266666667,0.078,11/11/1986
0,4.266666667,0.075,12/11/1986
0,4.266666667,0.073,13/11/1986
0.2,4.266666667,0.069,14/11/1986
2.6075,4.266666667,0.066,15/11/1986
2.99875,4.266666667,0.067,16/11/1986
7.35375,4.266666667,0.082,17/11/1986
25.87625,4.266666667,0.155,18/11/1986
28.035,4.266666667,1.063,19/11/1986
14.29875,4.266666667,1.228,20/11/1986
7.6525,4.266666667,1.216,21/11/1986
2.6475,4.266666667,0.843,22/11/1986
0,4.266666667,0.569,23/11/1986
0,4.266666667,0.406,24/11/1986
0,4.266666667,0.306,25/11/1986
0,4.266666667,0.247,26/11/1986
0,4.266666667,0.212,27/11/1986
0,4.266666667,0.193,28/11/1986
0,4.266666667,0.176,29/11/1986
0,4.266666667,0.16,30/11/1986
0,4.064516129,0.142, 1/12/1986
0,4.064516129,0.129, 2/12/1986
0,4.064516129,0.119, 3/12/1986
0.9,4.064516129,0.111, 4/12/1986
0.97125,4.064516129,0.139, 5/12/1986
1.0275,4.064516129,0.141, 6/12/1986
6.13625,4.064516129,0.124, 7/12/1986
6.22375,4.064516129,0.146, 8/12/1986
1.92875,4.064516129,0.245, 9/12/1986
0.6675,4.064516129,0.212,10/12/1986
0.88375,4.064516129,0.154,11/12/1986
1.21,4.064516129,0.13,12/12/1986
0.75875,4.064516129,0.134,13/12/1986
0.1425,4.064516129,0.131,14/12/1986
0,4.064516129,0.119,15/12/1986
6.2,4.064516129,0.11,16/12/1986
3.9575,4.064516129,0.131,17/12/1986
0.1425,4.064516129,0.162,18/12/1986
0.0125,4.064516129,0.12,19/12/1986
0.0075,4.064516129,0.1,20/12/1986
0,4.064516129,0.088,21/12/1986
0,4.064516129,0.082,22/12/1986
0,4.064516129,0.076,23/12/1986
0,4.064516129,0.071,24/12/1986
0.05625,4.064516129,0.067,25/12/1986
7.95875,4.064516129,0.063,26/12/1986
4.755,4.064516129,0.056,27/12/1986
7.925,4.064516129,0.051,28/12/1986
4.755,4.064516129,0.046,29/12/1986
0,4.064516129,0.042,30/12/1986
0.03125,4.064516129,0.041,31/12/1986
0.01875,4.580645161,0.043, 1/01/1987
6.70625,4.580645161,0.046, 2/01/1987
9.81125,4.580645161,0.173, 3/01/1987
3.4725,4.580645161,0.179, 4/01/1987
0.89375,4.580645161,0.118, 5/01/1987
0.7425,4.580645161,0.077, 6/01/1987
0.905,4.580645161,0.064, 7/01/1987
0.46875,4.580645161,0.053, 8/01/1987
0,4.580645161,0.049, 9/01/1987
0,4.580645161,0.047,10/01/1987
0.075,4.580645161,0.041,11/01/1987
0.045,4.580645161,0.038,12/01/1987
0,4.580645161,0.036,13/01/1987
0,4.580645161,0.034,14/01/1987
0,4.580645161,0.031,15/01/1987
0,4.580645161,0.029,16/01/1987
0,4.580645161,0.027,17/01/1987
0,4.580645161,0.024,18/01/1987
0,4.580645161,0.023,19/01/1987
0.2375,4.580645161,0.022,20/01/1987
0.1425,4.580645161,0.022,21/01/1987
0,4.580645161,0.022,22/01/1987
0,4.580645161,0.021,23/01/1987
0,4.580645161,0.02,24/01/1987
0.08125,4.580645161,0.02,25/01/1987
0.04875,4.580645161,0.019,26/01/1987
0,4.580645161,0.018,27/01/1987
0,4.580645161,0.017,28/01/1987
0,4.580645161,0.016,29/01/1987
0,4.580645161,0.015,30/01/1987
0,4.580645161,0.014,31/01/1987
0,3.607142857,0.014, 1/02/1987
0,3.607142857,0.013, 2/02/1987
0,3.607142857,0.011, 3/02/1987
0,3.607142857,0.011, 4/02/1987
0,3.607142857,0.01, 5/02/1987
0,3.607142857,0.008, 6/02/1987
0.1125,3.607142857,0.008, 7/02/1987
0.0675,3.607142857,0.01, 8/02/1987
0,3.607142857,0.01, 9/02/1987
0.1,3.607142857,0.01,10/02/1987
0.06,3.607142857,0.01,11/02/1987
0,3.607142857,0.008,12/02/1987
0,3.607142857,0.01,13/02/1987
4.1125,3.607142857,0.012,14/02/1987
4.1925,3.607142857,0.019,15/02/1987
1.035,3.607142857,0.02,16/02/1987
0,3.607142857,0.02,17/02/1987
0,3.607142857,0.021,18/02/1987
0.16875,3.607142857,0.016,19/02/1987
33.045,3.607142857,0.023,20/02/1987
20.66625,3.607142857,0.069,21/02/1987
0.54,3.607142857,0.064,22/02/1987
0.2875,3.607142857,0.034,23/02/1987
0.51625,3.607142857,0.024,24/02/1987
0.225,3.607142857,0.022,25/02/1987
0.01125,3.607142857,0.02,26/02/1987
0.2125,3.607142857,0.02,27/02/1987
32.4275,3.607142857,0.034,28/02/1987
21.305,2.903225806,0.16, 1/03/1987
3.57375,2.903225806,0.097, 2/03/1987
1.45125,2.903225806,0.054, 3/03/1987
0,2.903225806,0.039, 4/03/1987
0,2.903225806,0.035, 5/03/1987
0,2.903225806,0.032, 6/03/1987
0,2.903225806,0.029, 7/03/1987
0.2125,2.903225806,0.027, 8/03/1987
0.17125,2.903225806,0.024, 9/03/1987
0.02625,2.903225806,0.023,10/03/1987
0,2.903225806,0.023,11/03/1987
0,2.903225806,0.021,12/03/1987
0,2.903225806,0.02,13/03/1987
0,2.903225806,0.019,14/03/1987
0,2.903225806,0.019,15/03/1987
0,2.903225806,0.019,16/03/1987
0,2.903225806,0.018,17/03/1987
0.93125,2.903225806,0.017,18/03/1987
3.43375,2.903225806,0.018,19/03/1987
1.725,2.903225806,0.02,20/03/1987
0,2.903225806,0.023,21/03/1987
0.0125,2.903225806,0.023,22/03/1987
0.0075,2.903225806,0.02,23/03/1987
0,2.903225806,0.019,24/03/1987
0,2.903225806,0.018,25/03/1987
0,2.903225806,0.017,26/03/1987
0,2.903225806,0.017,27/03/1987
0.29375,2.903225806,0.016,28/03/1987
1.97625,2.903225806,0.016,29/03/1987
2.1675,2.903225806,0.016,30/03/1987
0.6525,2.903225806,0.018,31/03/1987
0,2,0.02, 1/04/1987
0,2,0.024, 2/04/1987
0,2,0.021, 3/04/1987
0,2,0.019, 4/04/1987
1.96875,2,0.017, 5/04/1987
6.20625,2,0.016, 6/04/1987
3.2525,2,0.018, 7/04/1987
1.38,2,0.019, 8/04/1987
0.99875,2,0.021, 9/04/1987
0.15375,2,0.025,10/04/1987
0,2,0.027,11/04/1987
0,2,0.022,12/04/1987
0,2,0.019,13/04/1987
0,2,0.017,14/04/1987
0,2,0.016,15/04/1987
0,2,0.016,16/04/1987
0,2,0.016,17/04/1987
0.0125,2,0.016,18/04/1987
0.0075,2,0.016,19/04/1987
1.96875,2,0.016,20/04/1987
5.46875,2,0.017,21/04/1987
2.5725,2,0.017,22/04/1987
0,2,0.017,23/04/1987
0,2,0.017,24/04/1987
0,2,0.017,25/04/1987
0,2,0.016,26/04/1987
0.9,2,0.016,27/04/1987
2.24625,2,0.016,28/04/1987
1.51125,2,0.017,29/04/1987
0.33,2,0.019,30/04/1987
0.0225,1.258064516,0.024, 1/05/1987
0.46875,1.258064516,0.022, 2/05/1987
0.28125,1.258064516,0.02, 3/05/1987
0,1.258064516,0.019, 4/05/1987
0,1.258064516,0.018, 5/05/1987
0,1.258064516,0.019, 6/05/1987
0,1.258064516,0.018, 7/05/1987
0,1.258064516,0.018, 8/05/1987
0,1.258064516,0.018, 9/05/1987
0,1.258064516,0.018,10/05/1987
0,1.258064516,0.018,11/05/1987
1.95625,1.258064516,0.017,12/05/1987
24.51125,1.258064516,0.018,13/05/1987
14.54625,1.258064516,0.024,14/05/1987
5.82,1.258064516,0.031,15/05/1987
9.27125,1.258064516,0.035,16/05/1987
6.40375,1.258064516,0.047,17/05/1987
1.75375,1.258064516,0.142,18/05/1987
0.0375,1.258064516,0.124,19/05/1987
0,1.258064516,0.08,20/05/1987
0,1.258064516,0.06,21/05/1987
0,1.258064516,0.051,22/05/1987
0.31875,1.258064516,0.046,23/05/1987
0.67875,1.258064516,0.043,24/05/1987
2.06125,1.258064516,0.041,25/05/1987
6.19875,1.258064516,0.043,26/05/1987
3.28875,1.258064516,0.062,27/05/1987
0.12375,1.258064516,0.086,28/05/1987
0,1.258064516,0.064,29/05/1987
0,1.258064516,0.052,30/05/1987
0,1.258064516,0.048,31/05/1987
0,1.066666667,0.046, 1/06/1987
0,1.066666667,0.043, 2/06/1987
0,1.066666667,0.042, 3/06/1987
0,1.066666667,0.041, 4/06/1987
0,1.066666667,0.04, 5/06/1987
0,1.066666667,0.04, 6/06/1987
0,1.066666667,0.04, 7/06/1987
0,1.066666667,0.039, 8/06/1987
0.0875,1.066666667,0.038, 9/06/1987
0.3275,1.066666667,0.038,10/06/1987
1.29,1.066666667,0.038,11/06/1987
0.7875,1.066666667,0.039,12/06/1987
0.08,1.066666667,0.04,13/06/1987
0.0075,1.066666667,0.041,14/06/1987
0.33125,1.066666667,0.04,15/06/1987
0.19875,1.066666667,0.039,16/06/1987
0,1.066666667,0.038,17/06/1987
2.08125,1.066666667,0.037,18/06/1987
2.27375,1.066666667,0.038,19/06/1987
2.57125,1.066666667,0.038,20/06/1987
9.51125,1.066666667,0.04,21/06/1987
5.165,1.066666667,0.047,22/06/1987
0.19125,1.066666667,0.074,23/06/1987
6.2625,1.066666667,0.067,24/06/1987
4.64875,1.066666667,0.062,25/06/1987
2.67375,1.066666667,0.1,26/06/1987
1.42125,1.066666667,0.103,27/06/1987
0.315,1.066666667,0.091,28/06/1987
0.135,1.066666667,0.078,29/06/1987
0,1.066666667,0.071,30/06/1987
0.51875,1.096774194,0.068, 1/07/1987
0.31125,1.096774194,0.066, 2/07/1987
0,1.096774194,0.06, 3/07/1987
0,1.096774194,0.056, 4/07/1987
0,1.096774194,0.053, 5/07/1987
0,1.096774194,0.052, 6/07/1987
0,1.096774194,0.05, 7/07/1987
0,1.096774194,0.048, 8/07/1987
0,1.096774194,0.047, 9/07/1987
1.2875,1.096774194,0.045,10/07/1987
2.46625,1.096774194,0.045,11/07/1987
1.4225,1.096774194,0.046,12/07/1987
0.24375,1.096774194,0.049,13/07/1987
7.13125,1.096774194,0.049,14/07/1987
6.75375,1.096774194,0.048,15/07/1987
1.86625,1.096774194,0.052,16/07/1987
0.31,1.096774194,0.064,17/07/1987
1.955,1.096774194,0.064,18/07/1987
15.13125,1.096774194,0.067,19/07/1987
12.655,1.096774194,0.09,20/07/1987
14.30125,1.096774194,0.233,21/07/1987
9.3525,1.096774194,0.45,22/07/1987
1.565,1.096774194,0.548,23/07/1987
0.10875,1.096774194,0.404,24/07/1987
0,1.096774194,0.295,25/07/1987
0,1.096774194,0.211,26/07/1987
4.3625,1.096774194,0.164,27/07/1987
5.5175,1.096774194,0.142,28/07/1987
1.7525,1.096774194,0.16,29/07/1987
0.2825,1.096774194,0.153,30/07/1987
0.19625,1.096774194,0.135,31/07/1987
0.21875,1.516129032,0.133, 1/08/1987
15.22,1.516129032,0.135, 2/08/1987
9.1725,1.516129032,0.685, 3/08/1987
0.0675,1.516129032,0.809, 4/08/1987
0,1.516129032,0.476, 5/08/1987
0,1.516129032,0.331, 6/08/1987
0.18125,1.516129032,0.253, 7/08/1987
0.47125,1.516129032,0.211, 8/08/1987
0.8425,1.516129032,0.186, 9/08/1987
0.375,1.516129032,0.187,10/08/1987
0,1.516129032,0.185,11/08/1987
0,1.516129032,0.164,12/08/1987
0.19375,1.516129032,0.154,13/08/1987
1.24125,1.516129032,0.15,14/08/1987
1.775,1.516129032,0.15,15/08/1987
2.24125,1.516129032,0.154,16/08/1987
0.94875,1.516129032,0.178,17/08/1987
0,1.516129032,0.164,18/08/1987
0,1.516129032,0.144,19/08/1987
0,1.516129032,0.134,20/08/1987
0,1.516129032,0.127,21/08/1987
0.6,1.516129032,0.121,22/08/1987
2.935,1.516129032,0.117,23/08/1987
3.96375,1.516129032,0.122,24/08/1987
1.9575,1.516129032,0.136,25/08/1987
0.30375,1.516129032,0.123,26/08/1987
0.0625,1.516129032,0.115,27/08/1987
0.0375,1.516129032,0.111,28/08/1987
0,1.516129032,0.109,29/08/1987
0.0125,1.516129032,0.107,30/08/1987
4.86375,1.516129032,0.106,31/08/1987
5.22625,2.133333333,0.118, 1/09/1987
7.19375,2.133333333,0.122, 2/09/1987
3.53375,2.133333333,0.123, 3/09/1987
0.03,2.133333333,0.138, 4/09/1987
1.09375,2.133333333,0.14, 5/09/1987
1.15,2.133333333,0.143, 6/09/1987
0.29625,2.133333333,0.154, 7/09/1987
0.225,2.133333333,0.158, 8/09/1987
0.235,2.133333333,0.156, 9/09/1987
0.06,2.133333333,0.154,10/09/1987
0,2.133333333,0.144,11/09/1987
0.2375,2.133333333,0.134,12/09/1987
0.1425,2.133333333,0.127,13/09/1987
0,2.133333333,0.123,14/09/1987
0,2.133333333,0.113,15/09/1987
0,2.133333333,0.108,16/09/1987
0,2.133333333,0.104,17/09/1987
0,2.133333333,0.1,18/09/1987
0.375,2.133333333,0.095,19/09/1987
0.3625,2.133333333,0.091,20/09/1987
0.0825,2.133333333,0.089,21/09/1987
0,2.133333333,0.087,22/09/1987
0,2.133333333,0.083,23/09/1987
0,2.133333333,0.075,24/09/1987
0,2.133333333,0.07,25/09/1987
0,2.133333333,0.066,26/09/1987
0,2.133333333,0.062,27/09/1987
2.71875,2.133333333,0.058,28/09/1987
11.0875,2.133333333,0.06,29/09/1987
7.2175,2.133333333,0.082,30/09/1987
0.92625,3.419354839,0.095, 1/10/1987
0,3.419354839,0.083, 2/10/1987
0,3.419354839,0.07, 3/10/1987
1.28125,3.419354839,0.065, 4/10/1987
0.76875,3.419354839,0.063, 5/10/1987
0.11875,3.419354839,0.066, 6/10/1987
0.07125,3.419354839,0.064, 7/10/1987
0,3.419354839,0.06, 8/10/1987
0,3.419354839,0.057, 9/10/1987
0,3.419354839,0.054,10/10/1987
6.0125,3.419354839,0.051,11/10/1987
15.71375,3.419354839,0.054,12/10/1987
7.26375,3.419354839,0.06,13/10/1987
2.65,3.419354839,0.067,14/10/1987
6.84,3.419354839,0.069,15/10/1987
6.4375,3.419354839,0.07,16/10/1987
2.47875,3.419354839,0.111,17/10/1987
0.885,3.419354839,0.103,18/10/1987
2.04875,3.419354839,0.093,19/10/1987
1.92,3.419354839,0.106,20/10/1987
0.6025,3.419354839,0.129,21/10/1987
0.0375,3.419354839,0.108,22/10/1987
0,3.419354839,0.094,23/10/1987
1.2125,3.419354839,0.086,24/10/1987
0.79,3.419354839,0.1,25/10/1987
0.0375,3.419354839,0.111,26/10/1987
0,3.419354839,0.09,27/10/1987
0,3.419354839,0.08,28/10/1987
0,3.419354839,0.071,29/10/1987
0,3.419354839,0.064,30/10/1987
0,3.419354839,0.058,31/10/1987
0.01875,4.266666667,0.053, 1/11/1987
0.01125,4.266666667,0.048, 2/11/1987
0,4.266666667,0.04, 3/11/1987
0.58125,4.266666667,0.039, 4/11/1987
6.4425,4.266666667,0.038, 5/11/1987
3.65625,4.266666667,0.037, 6/11/1987
1.61875,4.266666667,0.037, 7/11/1987
7.065,4.266666667,0.041, 8/11/1987
9.3,4.266666667,0.048, 9/11/1987
4.94875,4.266666667,0.062,10/11/1987
1.44375,4.266666667,0.063,11/11/1987
0.30375,4.266666667,0.06,12/11/1987
1.55,4.266666667,0.06,13/11/1987
1.51125,4.266666667,0.049,14/11/1987
1.89875,4.266666667,0.041,15/11/1987
1.08,4.266666667,0.037,16/11/1987
0.15875,4.266666667,0.035,17/11/1987
1.535,4.266666667,0.033,18/11/1987
6.565,4.266666667,0.049,19/11/1987
3.67,4.266666667,0.048,20/11/1987
0.5675,4.266666667,0.05,21/11/1987
0.61875,4.266666667,0.051,22/11/1987
0.4375,4.266666667,0.043,23/11/1987
0.60875,4.266666667,0.037,24/11/1987
0.28875,4.266666667,0.033,25/11/1987
0.14375,4.266666667,0.032,26/11/1987
0.205,4.266666667,0.032,27/11/1987
0.07125,4.266666667,0.032,28/11/1987
0.38125,4.266666667,0.032,29/11/1987
17.26625,4.266666667,0.029,30/11/1987
25.2975,4.064516129,0.038, 1/12/1987
9.83875,4.064516129,0.282, 2/12/1987
0.52,4.064516129,0.271, 3/12/1987
0.02625,4.064516129,0.146, 4/12/1987
0,4.064516129,0.103, 5/12/1987
0,4.064516129,0.083, 6/12/1987
0,4.064516129,0.07, 7/12/1987
0.225,4.064516129,0.063, 8/12/1987
0.56625,4.064516129,0.056, 9/12/1987
0.25875,4.064516129,0.051,10/12/1987
0.0125,4.064516129,0.049,11/12/1987
0.0075,4.064516129,0.045,12/12/1987
0,4.064516129,0.039,13/12/1987
0.7,4.064516129,0.033,14/12/1987
0.67,4.064516129,0.031,15/12/1987
0.15,4.064516129,0.03,16/12/1987
0,4.064516129,0.03,17/12/1987
0,4.064516129,0.03,18/12/1987
0,4.064516129,0.028,19/12/1987
0.1,4.064516129,0.025,20/12/1987
0.06,4.064516129,0.025,21/12/1987
0,4.064516129,0.025,22/12/1987
3.50625,4.064516129,0.024,23/12/1987
2.10375,4.064516129,0.028,24/12/1987
0,4.064516129,0.03,25/12/1987
0,4.064516129,0.032,26/12/1987
0.9875,4.064516129,0.025,27/12/1987
1.64875,4.064516129,0.023,28/12/1987
0.63375,4.064516129,0.023,29/12/1987
0.025,4.064516129,0.027,30/12/1987
0.015,4.064516129,0.024,31/12/1987
1.725,4.580645161,0.022, 1/01/1988
1.035,4.580645161,0.021, 2/01/1988
0,4.580645161,0.021, 3/01/1988
0,4.580645161,0.022, 4/01/1988
0,4.580645161,0.02, 5/01/1988
0,4.580645161,0.017, 6/01/1988
0.39375,4.580645161,0.014, 7/01/1988
0.48625,4.580645161,0.013, 8/01/1988
1.85,4.580645161,0.012, 9/01/1988
1.02,4.580645161,0.011,10/01/1988
0,4.580645161,0.01,11/01/1988
0,4.580645161,0.008,12/01/1988
0,4.580645161,0.007,13/01/1988
0,4.580645161,0.005,14/01/1988
0,4.580645161,0.004,15/01/1988
0.18125,4.580645161,0.004,16/01/1988
0.10875,4.580645161,0.004,17/01/1988
0,4.580645161,0.004,18/01/1988
0,4.580645161,0.004,19/01/1988
0,4.580645161,0.003,20/01/1988
0,4.580645161,0.002,21/01/1988
0,4.580645161,0.003,22/01/1988
5.8875,4.580645161,0.002,23/01/1988
7.10125,4.580645161,0.003,24/01/1988
2.14125,4.580645161,0.003,25/01/1988
0,4.580645161,0.007,26/01/1988
0,4.580645161,0.013,27/01/1988
0,4.580645161,0.01,28/01/1988
0.025,4.580645161,0.005,29/01/1988
0.89625,4.580645161,0.004,30/01/1988
0.72875,4.580645161,0.003,31/01/1988
0.12,3.482758621,0.003, 1/02/1988
0,3.482758621,0.003, 2/02/1988
0,3.482758621,0.003, 3/02/1988
4.78125,3.482758621,0.003, 4/02/1988
4.06875,3.482758621,0.002, 5/02/1988
3.73875,3.482758621,0.003, 6/02/1988
1.82375,3.482758621,0.003, 7/02/1988
0.0075,3.482758621,0.004, 8/02/1988
0,3.482758621,0.012, 9/02/1988
0,3.482758621,0.013,10/02/1988
0,3.482758621,0.012,11/02/1988
0,3.482758621,0.011,12/02/1988
0.3875,3.482758621,0.01,13/02/1988
0.3325,3.482758621,0.008,14/02/1988
0.06,3.482758621,0.006,15/02/1988
0,3.482758621,0.005,16/02/1988
0,3.482758621,0.007,17/02/1988
0,3.482758621,0.008,18/02/1988
0,3.482758621,0.004,19/02/1988
0,3.482758621,0.004,20/02/1988
0,3.482758621,0.003,21/02/1988
0,3.482758621,0.002,22/02/1988
0,3.482758621,0.002,23/02/1988
0,3.482758621,0.002,24/02/1988
0.0375,3.482758621,0.002,25/02/1988
0.1725,3.482758621,0.001,26/02/1988
0.365,3.482758621,0.001,27/02/1988
0.165,3.482758621,0.002,28/02/1988
0,3.482758621,0.001,29/02/1988
0,2.903225806,0.001, 1/03/1988
0,2.903225806,0.001, 2/03/1988
6.625,2.903225806,0.002, 3/03/1988
3.975,2.903225806,0.002, 4/03/1988
0,2.903225806,0.001, 5/03/1988
0,2.903225806,0.001, 6/03/1988
3.60625,2.903225806,0.002, 7/03/1988
2.47,2.903225806,0.004, 8/03/1988
0.19625,2.903225806,0.004, 9/03/1988
8.60125,2.903225806,0.003,10/03/1988
14.0125,2.903225806,0.006,11/03/1988
5.33875,2.903225806,0.007,12/03/1988
0.1275,2.903225806,0.022,13/03/1988
0.07375,2.903225806,0.018,14/03/1988
0.00375,2.903225806,0.014,15/03/1988
0,2.903225806,0.012,16/03/1988
0,2.903225806,0.01,17/03/1988
0,2.903225806,0.008,18/03/1988
0,2.903225806,0.007,19/03/1988
0,2.903225806,0.005,20/03/1988
0,2.903225806,0.005,21/03/1988
0,2.903225806,0.004,22/03/1988
0,2.903225806,0.004,23/03/1988
0.1,2.903225806,0.004,24/03/1988
0.06,2.903225806,0.003,25/03/1988
0,2.903225806,0.002,26/03/1988
0,2.903225806,0.002,27/03/1988
1.15625,2.903225806,0.007,28/03/1988
0.81875,2.903225806,0.023,29/03/1988
0.25,2.903225806,0.006,30/03/1988
0.105,2.903225806,0.004,31/03/1988
0,2,0.003, 1/04/1988
0,2,0.003, 2/04/1988
0,2,0.004, 3/04/1988
0,2,0.005, 4/04/1988
0,2,0.003, 5/04/1988
0,2,0.004, 6/04/1988
12.6875,2,0.004, 7/04/1988
16.1375,2,0.01, 8/04/1988
5.3025,2,0.017, 9/04/1988
0.1125,2,0.048,10/04/1988
0,2,0.033,11/04/1988
0.45,2,0.022,12/04/1988
0.27,2,0.018,13/04/1988
0,2,0.015,14/04/1988
0,2,0.014,15/04/1988
0,2,0.013,16/04/1988
0,2,0.013,17/04/1988
0,2,0.012,18/04/1988
0,2,0.012,19/04/1988
0,2,0.012,20/04/1988
0,2,0.012,21/04/1988
0.0625,2,0.01,22/04/1988
0.78125,2,0.012,23/04/1988
0.44625,2,0.011,24/04/1988
3.91875,2,0.011,25/04/1988
13.28875,2,0.012,26/04/1988
6.96875,2,0.017,27/04/1988
1.24375,2,0.018,28/04/1988
0.61875,2,0.024,29/04/1988
0.01125,2,0.031,30/04/1988
0,1.258064516,0.037, 1/05/1988
0,1.258064516,0.029, 2/05/1988
0.01875,1.258064516,0.024, 3/05/1988
0.08625,1.258064516,0.02, 4/05/1988
0.37625,1.258064516,0.018, 5/05/1988
0.46125,1.258064516,0.017, 6/05/1988
0.1575,1.258064516,0.016, 7/05/1988
0.19375,1.258064516,0.016, 8/05/1988
0.3725,1.258064516,0.016, 9/05/1988
0.1725,1.258064516,0.016,10/05/1988
