"data for Bass_river(wet)" 
1.0  ! stepsize (days) 
ST1: 8035 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
4.11375,5.548387097,1.71,25/01/1990
0.24625,5.548387097,1.484,26/01/1990
0.02625,5.548387097,1.331,27/01/1990
0.63125,5.548387097,1.214,28/01/1990
8.26625,5.548387097,1.189,29/01/1990
16.58875,5.548387097,1.862,30/01/1990
25.0075,5.548387097,1.59,31/01/1990
34.6175,5.25,4.26, 1/02/1990
156.45375,5.25,92.674, 2/02/1990
114.5625,5.25,118.242, 3/02/1990
17.5725,5.25,24.791, 4/02/1990
0,5.25,11.959, 5/02/1990
0.00625,5.25,7.672, 6/02/1990
10.835,5.25,5.801, 7/02/1990
10.18,5.25,5.226, 8/02/1990
2.715,5.25,4.184, 9/02/1990
0.30375,5.25,3.449,10/02/1990
0,5.25,2.925,11/02/1990
4.35,5.25,2.607,12/02/1990
9.29125,5.25,2.931,13/02/1990
10.3025,5.25,6.417,14/02/1990
3.77625,5.25,2.713,15/02/1990
0,5.25,2.342,16/02/1990
0,5.25,2.102,17/02/1990
0,5.25,1.919,18/02/1990
0,5.25,1.769,19/02/1990
11.45625,5.25,1.715,20/02/1990
8.0175,5.25,1.858,21/02/1990
5.77375,5.25,1.85,22/02/1990
15.32125,5.25,1.813,23/02/1990
10.7425,5.25,2.099,24/02/1990
17.86,5.25,1.833,25/02/1990
34.3675,5.25,6.654,26/02/1990
32.49,5.25,12.638,27/02/1990
12.46,5.25,12.022,28/02/1990
3.52625,4.580645161,6.447, 1/03/1990
3.08125,4.580645161,4.587, 2/03/1990
15.7,4.580645161,4.769, 3/03/1990
15.66125,4.580645161,9.074, 4/03/1990
4.99625,4.580645161,6.645, 5/03/1990
0.96125,4.580645161,4.91, 6/03/1990
34.18625,4.580645161,5.693, 7/03/1990
20.5525,4.580645161,9.181, 8/03/1990
0.11625,4.580645161,5.869, 9/03/1990
0,4.580645161,4.363,10/03/1990
0,4.580645161,3.6,11/03/1990
18.86875,4.580645161,3.185,12/03/1990
14.5025,4.580645161,4.419,13/03/1990
7.9275,4.580645161,3.72,14/03/1990
4.64875,4.580645161,3.362,15/03/1990
2.86625,4.580645161,2.948,16/03/1990
2.215,4.580645161,2.647,17/03/1990
1.19625,4.580645161,2.406,18/03/1990
3.605,4.580645161,2.209,19/03/1990
4.27625,4.580645161,2.12,20/03/1990
3.58875,4.580645161,2.068,21/03/1990
9.14875,4.580645161,1.955,22/03/1990
9.94375,4.580645161,2.24,23/03/1990
9.905,4.580645161,2.343,24/03/1990
21.995,4.580645161,2.606,25/03/1990
21.225,4.580645161,10.129,26/03/1990
49.365,4.580645161,24.071,27/03/1990
33.74,4.580645161,31.686,28/03/1990
6.445,4.580645161,17.055,29/03/1990
2.6025,4.580645161,10.313,30/03/1990
1.6075,4.580645161,7.422,31/03/1990
0.3975,3.433333333,5.843, 1/04/1990
5.60625,3.433333333,4.859, 2/04/1990
10.9075,3.433333333,4.687, 3/04/1990
73.53875,3.433333333,10.639, 4/04/1990
114.81375,3.433333333,103.544, 5/04/1990
58.41875,3.433333333,62.476, 6/04/1990
61.53125,3.433333333,24.523, 7/04/1990
35.60625,3.433333333,60.343, 8/04/1990
5.88625,3.433333333,22.327, 9/04/1990
5.06625,3.433333333,15.196,10/04/1990
2.18625,3.433333333,11.427,11/04/1990
1.5025,3.433333333,8.88,12/04/1990
0.83375,3.433333333,7.198,13/04/1990
0.47125,3.433333333,6.051,14/04/1990
3.83875,3.433333333,5.188,15/04/1990
19.20875,3.433333333,4.758,16/04/1990
22.08375,3.433333333,8.7,17/04/1990
16.8725,3.433333333,10.665,18/04/1990
14.83875,3.433333333,10.267,19/04/1990
36.87,3.433333333,14.676,20/04/1990
18.88875,3.433333333,36.978,21/04/1990
0,3.433333333,14.141,22/04/1990
0,3.433333333,9.907,23/04/1990
0,3.433333333,7.507,24/04/1990
0,3.433333333,6.143,25/04/1990
0,3.433333333,5.121,26/04/1990
0,3.433333333,4.411,27/04/1990
0,3.433333333,3.872,28/04/1990
0,3.433333333,3.443,29/04/1990
0,3.433333333,3.107,30/04/1990
0,2.290322581,2.816, 1/05/1990
0,2.290322581,2.625, 2/05/1990
0,2.290322581,2.408, 3/05/1990
0,2.290322581,2.231, 4/05/1990
0,2.290322581,2.072, 5/05/1990
0,2.290322581,1.977, 6/05/1990
2.54375,2.290322581,1.899, 7/05/1990
3.68875,2.290322581,1.875, 8/05/1990
13.47875,2.290322581,2.03, 9/05/1990
10.80875,2.290322581,2.286,10/05/1990
3.10625,2.290322581,1.927,11/05/1990
0.61,2.290322581,1.725,12/05/1990
0.02875,2.290322581,1.61,13/05/1990
1.92125,2.290322581,1.511,14/05/1990
1.75625,2.290322581,1.452,15/05/1990
2.4675,2.290322581,1.49,16/05/1990
12.50375,2.290322581,1.525,17/05/1990
9.9525,2.290322581,2.175,18/05/1990
1.92375,2.290322581,1.676,19/05/1990
0,2.290322581,1.442,20/05/1990
1.23125,2.290322581,1.329,21/05/1990
28.60125,2.290322581,1.738,22/05/1990
16.83,2.290322581,4.499,23/05/1990
0.0675,2.290322581,2.426,24/05/1990
0.10625,2.290322581,1.825,25/05/1990
17.65125,2.290322581,1.65,26/05/1990
82.83375,2.290322581,22.257,27/05/1990
62.1875,2.290322581,56.982,28/05/1990
12.635,2.290322581,16.063,29/05/1990
0.83125,2.290322581,8.847,30/05/1990
0.015,2.290322581,6.31,31/05/1990
0,1.8,4.847, 1/06/1990
0,1.8,3.897, 2/06/1990
0,1.8,3.37, 3/06/1990
2.68125,1.8,2.983, 4/06/1990
6.20875,1.8,2.801, 5/06/1990
31.335,1.8,2.933, 6/06/1990
43.81375,1.8,12.733, 7/06/1990
32.445,1.8,20.067, 8/06/1990
12.8225,1.8,12.678, 9/06/1990
7.89875,1.8,8.532,10/06/1990
6.03125,1.8,7.131,11/06/1990
1.4575,1.8,5.762,12/06/1990
0.02625,1.8,4.84,13/06/1990
1.3,1.8,4.176,14/06/1990
1.89875,1.8,3.699,15/06/1990
1.00875,1.8,3.383,16/06/1990
1.0025,1.8,3.135,17/06/1990
8.4425,1.8,2.873,18/06/1990
9.0275,1.8,3.179,19/06/1990
4.35625,1.8,3.021,20/06/1990
1.3275,1.8,2.649,21/06/1990
0.14625,1.8,2.402,22/06/1990
0,1.8,2.241,23/06/1990
0.025,1.8,2.114,24/06/1990
1.64625,1.8,2.035,25/06/1990
0.97875,1.8,1.91,26/06/1990
0,1.8,1.781,27/06/1990
0,1.8,1.697,28/06/1990
0,1.8,1.623,29/06/1990
0,1.8,1.573,30/06/1990
0.1125,1.774193548,1.549, 1/07/1990
0.0675,1.774193548,1.461, 2/07/1990
0,1.774193548,1.379, 3/07/1990
0,1.774193548,1.324, 4/07/1990
0,1.774193548,1.298, 5/07/1990
0,1.774193548,1.237, 6/07/1990
0,1.774193548,1.171, 7/07/1990
0,1.774193548,1.14, 8/07/1990
0,1.774193548,1.105, 9/07/1990
0.1125,1.774193548,1.065,10/07/1990
0.33625,1.774193548,1.053,11/07/1990
0.51125,1.774193548,1.033,12/07/1990
0.21,1.774193548,1.011,13/07/1990
0,1.774193548,0.996,14/07/1990
0.225,1.774193548,0.972,15/07/1990
0.15375,1.774193548,0.946,16/07/1990
0.01125,1.774193548,0.929,17/07/1990
0,1.774193548,0.901,18/07/1990
0,1.774193548,0.864,19/07/1990
0,1.774193548,0.837,20/07/1990
0,1.774193548,0.803,21/07/1990
0,1.774193548,0.767,22/07/1990
0,1.774193548,0.741,23/07/1990
0,1.774193548,0.719,24/07/1990
0,1.774193548,0.708,25/07/1990
1.55,1.774193548,0.71,26/07/1990
1.83625,1.774193548,0.763,27/07/1990
0.54375,1.774193548,0.86,28/07/1990
7.525,1.774193548,0.717,29/07/1990
17.57125,1.774193548,0.754,30/07/1990
10.5525,1.774193548,1.068,31/07/1990
1.63125,2.225806452,0.905, 1/08/1990
2.1125,2.225806452,0.802, 2/08/1990
1.2675,2.225806452,0.747, 3/08/1990
0,2.225806452,0.669, 4/08/1990
0,2.225806452,0.624, 5/08/1990
0,2.225806452,0.58, 6/08/1990
0,2.225806452,0.533, 7/08/1990
0,2.225806452,0.517, 8/08/1990
0,2.225806452,0.516, 9/08/1990
0,2.225806452,0.504,10/08/1990
0,2.225806452,0.48,11/08/1990
0,2.225806452,0.473,12/08/1990
0,2.225806452,0.464,13/08/1990
0.55625,2.225806452,0.454,14/08/1990
0.44625,2.225806452,0.436,15/08/1990
0.0675,2.225806452,0.431,16/08/1990
0,2.225806452,0.424,17/08/1990
0,2.225806452,0.414,18/08/1990
0,2.225806452,0.403,19/08/1990
0,2.225806452,0.399,20/08/1990
0,2.225806452,0.396,21/08/1990
0,2.225806452,0.387,22/08/1990
0,2.225806452,0.376,23/08/1990
0,2.225806452,0.362,24/08/1990
0,2.225806452,0.35,25/08/1990
0,2.225806452,0.344,26/08/1990
0,2.225806452,0.34,27/08/1990
0,2.225806452,0.335,28/08/1990
0,2.225806452,0.332,29/08/1990
1.18125,2.225806452,0.328,30/08/1990
1.69625,2.225806452,0.327,31/08/1990
0.5925,3.233333333,0.33, 1/09/1990
0,3.233333333,0.32, 2/09/1990
0,3.233333333,0.303, 3/09/1990
0,3.233333333,0.293, 4/09/1990
0,3.233333333,0.277, 5/09/1990
0,3.233333333,0.278, 6/09/1990
0.11875,3.233333333,0.271, 7/09/1990
0.24625,3.233333333,0.271, 8/09/1990
0.9925,3.233333333,0.276, 9/09/1990
4.82625,3.233333333,0.276,10/09/1990
3.45125,3.233333333,0.309,11/09/1990
1.64375,3.233333333,0.327,12/09/1990
1.765,3.233333333,0.309,13/09/1990
1.2875,3.233333333,0.29,14/09/1990
2.20375,3.233333333,0.271,15/09/1990
1.50125,3.233333333,0.258,16/09/1990
1.95,3.233333333,0.261,17/09/1990
3.505,3.233333333,0.266,18/09/1990
2.96375,3.233333333,0.268,19/09/1990
1.235,3.233333333,0.256,20/09/1990
0.21,3.233333333,0.242,21/09/1990
0.00625,3.233333333,0.284,22/09/1990
2.435,3.233333333,0.33,23/09/1990
1.45875,3.233333333,0.34,24/09/1990
0,3.233333333,0.319,25/09/1990
0,3.233333333,0.287,26/09/1990
3.0625,3.233333333,0.28,27/09/1990
1.84375,3.233333333,0.275,28/09/1990
0.76625,3.233333333,0.28,29/09/1990
6.12625,3.233333333,0.375,30/09/1990
6.68875,4.516129032,0.398, 1/10/1990
2.1475,4.516129032,0.356, 2/10/1990
0.2175,4.516129032,0.335, 3/10/1990
0.0675,4.516129032,0.314, 4/10/1990
0,4.516129032,0.297, 5/10/1990
8.8125,4.516129032,0.296, 6/10/1990
8.5375,4.516129032,0.344, 7/10/1990
2.5875,4.516129032,0.316, 8/10/1990
0.3825,4.516129032,0.299, 9/10/1990
1.7125,4.516129032,0.284,10/10/1990
1.0275,4.516129032,0.287,11/10/1990
0,4.516129032,0.275,12/10/1990
0,4.516129032,0.259,13/10/1990
0,4.516129032,0.242,14/10/1990
0,4.516129032,0.229,15/10/1990
3.48125,4.516129032,0.226,16/10/1990
2.08875,4.516129032,0.229,17/10/1990
0,4.516129032,0.231,18/10/1990
4.1625,4.516129032,0.234,19/10/1990
3.26625,4.516129032,0.242,20/10/1990
0.46125,4.516129032,0.243,21/10/1990
0.65,4.516129032,0.245,22/10/1990
0.39,4.516129032,0.227,23/10/1990
0,4.516129032,0.209,24/10/1990
0,4.516129032,0.203,25/10/1990
0.00625,4.516129032,0.196,26/10/1990
0.00375,4.516129032,0.193,27/10/1990
0,4.516129032,0.196,28/10/1990
0,4.516129032,0.183,29/10/1990
0,4.516129032,0.179,30/10/1990
0,4.516129032,0.168,31/10/1990
0,5.2,0.16, 1/11/1990
0,5.2,0.155, 2/11/1990
0.325,5.2,0.153, 3/11/1990
15.07,5.2,0.175, 4/11/1990
17.40625,5.2,0.325, 5/11/1990
11.12,5.2,0.441, 6/11/1990
35.8375,5.2,0.457, 7/11/1990
39.3375,5.2,1.013, 8/11/1990
12.1225,5.2,1.927, 9/11/1990
0.07125,5.2,0.911,10/11/1990
0,5.2,0.523,11/11/1990
0,5.2,0.383,12/11/1990
0,5.2,0.329,13/11/1990
0,5.2,0.297,14/11/1990
0,5.2,0.27,15/11/1990
0,5.2,0.254,16/11/1990
0,5.2,0.23,17/11/1990
2.15625,5.2,0.214,18/11/1990
1.64375,5.2,0.21,19/11/1990
0.21,5.2,0.215,20/11/1990
0,5.2,0.21,21/11/1990
1.40625,5.2,0.196,22/11/1990
0.84375,5.2,0.186,23/11/1990
0,5.2,0.181,24/11/1990
0,5.2,0.168,25/11/1990
0,5.2,0.162,26/11/1990
0.625,5.2,0.159,27/11/1990
0.975,5.2,0.166,28/11/1990
0.36,5.2,0.159,29/11/1990
0,5.2,0.153,30/11/1990
0,5.838709677,0.153, 1/12/1990
0,5.838709677,0.146, 2/12/1990
5.7875,5.838709677,0.144, 3/12/1990
20.5225,5.838709677,0.17, 4/12/1990
19.98625,5.838709677,0.292, 5/12/1990
5.96625,5.838709677,0.381, 6/12/1990
0.07375,5.838709677,0.37, 7/12/1990
0.00375,5.838709677,0.28, 8/12/1990
0,5.838709677,0.235, 9/12/1990
0.1125,5.838709677,0.199,10/12/1990
0.0675,5.838709677,0.184,11/12/1990
0,5.838709677,0.165,12/12/1990
0.3375,5.838709677,0.151,13/12/1990
0.315,5.838709677,0.137,14/12/1990
0.0675,5.838709677,0.129,15/12/1990
0,5.838709677,0.121,16/12/1990
0,5.838709677,0.115,17/12/1990
0,5.838709677,0.103,18/12/1990
0,5.838709677,0.098,19/12/1990
0.1125,5.838709677,0.091,20/12/1990
13.24875,5.838709677,0.096,21/12/1990
10.2775,5.838709677,0.139,22/12/1990
6.13375,5.838709677,0.295,23/12/1990
2.8275,5.838709677,0.234,24/12/1990
0,5.838709677,0.213,25/12/1990
0,5.838709677,0.21,26/12/1990
0,5.838709677,0.169,27/12/1990
0,5.838709677,0.144,28/12/1990
0,5.838709677,0.132,29/12/1990
9.15625,5.838709677,0.115,30/12/1990
5.79375,5.838709677,0.18,31/12/1990
2.63625,5.548387097,0.097, 1/01/1991
7.58625,5.548387097,0.096, 2/01/1991
4.3675,5.548387097,0.141, 3/01/1991
0.42,5.548387097,0.178, 4/01/1991
4.8,5.548387097,0.141, 5/01/1991
5.76125,5.548387097,0.12, 6/01/1991
1.84125,5.548387097,0.118, 7/01/1991
0.0675,5.548387097,0.112, 8/01/1991
0.00625,5.548387097,0.112, 9/01/1991
0.00375,5.548387097,0.09,10/01/1991
0,5.548387097,0.071,11/01/1991
0,5.548387097,0.062,12/01/1991
0,5.548387097,0.056,13/01/1991
0,5.548387097,0.047,14/01/1991
0,5.548387097,0.043,15/01/1991
0.44375,5.548387097,0.041,16/01/1991
1.86625,5.548387097,0.041,17/01/1991
20.40375,5.548387097,0.056,18/01/1991
11.66625,5.548387097,0.239,19/01/1991
15.525,5.548387097,0.259,20/01/1991
32.265,5.548387097,0.536,21/01/1991
13.8575,5.548387097,2.705,22/01/1991
0.0525,5.548387097,0.547,23/01/1991
0,5.548387097,0.342,24/01/1991
0.1125,5.548387097,0.263,25/01/1991
9.53,5.548387097,0.225,26/01/1991
5.6775,5.548387097,0.222,27/01/1991
1.05,5.548387097,0.237,28/01/1991
0.6675,5.548387097,0.242,29/01/1991
2.95375,5.548387097,0.231,30/01/1991
2.10875,5.548387097,0.181,31/01/1991
0.435,5.25,0.165, 1/02/1991
0.135,5.25,0.151, 2/02/1991
0,5.25,0.133, 3/02/1991
0,5.25,0.122, 4/02/1991
0,5.25,0.109, 5/02/1991
19.1875,5.25,0.1, 6/02/1991
96.66875,5.25,13.599, 7/02/1991
64.64375,5.25,22.204, 8/02/1991
8.13,5.25,4.98, 9/02/1991
0,5.25,1.935,10/02/1991
3.775,5.25,1.152,11/02/1991
12.44625,5.25,0.871,12/02/1991
6.10875,5.25,0.832,13/02/1991
0,5.25,0.724,14/02/1991
0,5.25,0.56,15/02/1991
8.35625,5.25,0.45,16/02/1991
19.12625,5.25,0.464,17/02/1991
12.53625,5.25,1.337,18/02/1991
2.44125,5.25,1.707,19/02/1991
0,5.25,1.032,20/02/1991
0.0125,5.25,0.728,21/02/1991
0.47625,5.25,0.58,22/02/1991
3.44375,5.25,0.5,23/02/1991
7.085,5.25,0.476,24/02/1991
9.6375,5.25,0.49,25/02/1991
5.84625,5.25,0.639,26/02/1991
8.85875,5.25,0.504,27/02/1991
4.80125,5.25,0.479,28/02/1991
7.63375,4.580645161,0.518, 1/03/1991
6.19,4.580645161,0.631, 2/03/1991
12.49875,4.580645161,0.735, 3/03/1991
11.7025,4.580645161,0.93, 4/03/1991
5.1025,4.580645161,0.951, 5/03/1991
2.425,4.580645161,0.738, 6/03/1991
9.5625,4.580645161,0.712, 7/03/1991
9.86875,4.580645161,1.004, 8/03/1991
4.38375,4.580645161,1.093, 9/03/1991
1.00125,4.580645161,1.104,10/03/1991
0.5125,4.580645161,0.882,11/03/1991
40.05125,4.580645161,0.758,12/03/1991
24.415,4.580645161,16.26,13/03/1991
0.34125,4.580645161,4.721,14/03/1991
0,4.580645161,2.6,15/03/1991
0,4.580645161,1.925,16/03/1991
0,4.580645161,1.484,17/03/1991
0,4.580645161,1.203,18/03/1991
0,4.580645161,1.029,19/03/1991
0,4.580645161,0.896,20/03/1991
0,4.580645161,0.832,21/03/1991
4.425,4.580645161,0.746,22/03/1991
2.655,4.580645161,0.77,23/03/1991
0,4.580645161,0.619,24/03/1991
0,4.580645161,0.564,25/03/1991
0,4.580645161,0.528,26/03/1991
0,4.580645161,0.481,27/03/1991
4.75,4.580645161,0.438,28/03/1991
5.725,4.580645161,0.454,29/03/1991
4.45625,4.580645161,0.471,30/03/1991
1.6575,4.580645161,0.535,31/03/1991
0.01125,3.433333333,0.51, 1/04/1991
4.05625,3.433333333,0.406, 2/04/1991
8.57125,3.433333333,0.396, 3/04/1991
3.6825,3.433333333,0.562, 4/04/1991
0,3.433333333,0.443, 5/04/1991
0,3.433333333,0.369, 6/04/1991
0,3.433333333,0.341, 7/04/1991
23.6625,3.433333333,0.395, 8/04/1991
18.27875,3.433333333,0.973, 9/04/1991
5.58,3.433333333,0.712,10/04/1991
3.235,3.433333333,0.597,11/04/1991
2.71375,3.433333333,0.491,12/04/1991
1.5525,3.433333333,0.466,13/04/1991
0.2475,3.433333333,0.449,14/04/1991
0,3.433333333,0.4,15/04/1991
0,3.433333333,0.372,16/04/1991
0,3.433333333,0.341,17/04/1991
0,3.433333333,0.315,18/04/1991
0,3.433333333,0.294,19/04/1991
0,3.433333333,0.279,20/04/1991
0,3.433333333,0.266,21/04/1991
0,3.433333333,0.251,22/04/1991
0,3.433333333,0.239,23/04/1991
0,3.433333333,0.226,24/04/1991
0,3.433333333,0.218,25/04/1991
0,3.433333333,0.203,26/04/1991
0,3.433333333,0.183,27/04/1991
0,3.433333333,0.175,28/04/1991
1.325,3.433333333,0.167,29/04/1991
0.795,3.433333333,0.169,30/04/1991
0,2.290322581,0.17, 1/05/1991
44.28125,2.290322581,0.17, 2/05/1991
30.7625,2.290322581,0.18, 3/05/1991
4.535,2.290322581,0.187, 4/05/1991
1.2175,2.290322581,0.196, 5/05/1991
0.00375,2.290322581,0.194, 6/05/1991
0,2.290322581,0.17, 7/05/1991
0,2.290322581,0.162, 8/05/1991
8.93125,2.290322581,0.164, 9/05/1991
6.2025,2.290322581,1.625,10/05/1991
2.1375,2.290322581,0.747,11/05/1991
1.87875,2.290322581,0.451,12/05/1991
1.815,2.290322581,0.368,13/05/1991
4.24625,2.290322581,0.349,14/05/1991
24.295,2.290322581,0.342,15/05/1991
28.72375,2.290322581,3.818,16/05/1991
15.69,2.290322581,5.536,17/05/1991
8.97625,2.290322581,3.294,18/05/1991
12.77625,2.290322581,2.817,19/05/1991
9.78375,2.290322581,3.692,20/05/1991
3.155,2.290322581,3.549,21/05/1991
4.95,2.290322581,2.882,22/05/1991
2.695,2.290322581,2.63,23/05/1991
0.65375,2.290322581,2.162,24/05/1991
1.7525,2.290322581,1.894,25/05/1991
1.1175,2.290322581,1.685,26/05/1991
0.18,2.290322581,1.419,27/05/1991
0.71875,2.290322581,1.234,28/05/1991
0.91875,2.290322581,1.122,29/05/1991
0.83,2.290322581,1.037,30/05/1991
18.15375,2.290322581,1.051,31/05/1991
10.69875,1.8,1.882, 1/06/1991
0,1.8,1.54, 2/06/1991
0,1.8,1.229, 3/06/1991
0.44375,1.8,1.081, 4/06/1991
15.035,1.8,1.069, 5/06/1991
29.055,1.8,2.725, 6/06/1991
24.5725,1.8,9.22, 7/06/1991
7.89875,1.8,6.771, 8/06/1991
15.2175,1.8,7.398, 9/06/1991
8.9775,1.8,5.63,10/06/1991
0,1.8,3.631,11/06/1991
1.16875,1.8,2.848,12/06/1991
0.70125,1.8,2.461,13/06/1991
0,1.8,2.074,14/06/1991
0,1.8,1.852,15/06/1991
0,1.8,1.695,16/06/1991
0,1.8,1.556,17/06/1991
0,1.8,1.427,18/06/1991
0,1.8,1.313,19/06/1991
0,1.8,1.252,20/06/1991
0,1.8,1.184,21/06/1991
0,1.8,1.109,22/06/1991
0,1.8,1.037,23/06/1991
0,1.8,0.984,24/06/1991
0,1.8,0.924,25/06/1991
0,1.8,0.885,26/06/1991
0,1.8,0.838,27/06/1991
0,1.8,0.791,28/06/1991
0,1.8,0.77,29/06/1991
0,1.8,0.743,30/06/1991
0,1.774193548,0.696, 1/07/1991
1.64375,1.774193548,0.669, 2/07/1991
6.64875,1.774193548,0.662, 3/07/1991
8.3975,1.774193548,0.696, 4/07/1991
3.025,1.774193548,0.796, 5/07/1991
0.015,1.774193548,0.707, 6/07/1991
0,1.774193548,0.636, 7/07/1991
6.5,1.774193548,0.593, 8/07/1991
31.3875,1.774193548,0.708, 9/07/1991
16.4925,1.774193548,2.069,10/07/1991
0,1.774193548,1.144,11/07/1991
0,1.774193548,0.841,12/07/1991
0,1.774193548,0.725,13/07/1991
0,1.774193548,0.651,14/07/1991
0,1.774193548,0.594,15/07/1991
0,1.774193548,0.569,16/07/1991
0,1.774193548,0.542,17/07/1991
0,1.774193548,0.522,18/07/1991
0,1.774193548,0.5,19/07/1991
0,1.774193548,0.476,20/07/1991
0.00625,1.774193548,0.459,21/07/1991
0.00375,1.774193548,0.445,22/07/1991
0,1.774193548,0.439,23/07/1991
0,1.774193548,0.42,24/07/1991
0,1.774193548,0.407,25/07/1991
0,1.774193548,0.395,26/07/1991
0,1.774193548,0.387,27/07/1991
0,1.774193548,0.381,28/07/1991
0,1.774193548,0.375,29/07/1991
0,1.774193548,0.371,30/07/1991
0,1.774193548,0.366,31/07/1991
0,2.225806452,0.363, 1/08/1991
0,2.225806452,0.355, 2/08/1991
0,2.225806452,0.344, 3/08/1991
0,2.225806452,0.34, 4/08/1991
0,2.225806452,0.336, 5/08/1991
0,2.225806452,0.324, 6/08/1991
0,2.225806452,0.31, 7/08/1991
0,2.225806452,0.296, 8/08/1991
0,2.225806452,0.289, 9/08/1991
0.175,2.225806452,0.276,10/08/1991
0.105,2.225806452,0.272,11/08/1991
0,2.225806452,0.274,12/08/1991
0,2.225806452,0.275,13/08/1991
0,2.225806452,0.272,14/08/1991
0,2.225806452,0.256,15/08/1991
0,2.225806452,0.244,16/08/1991
0,2.225806452,0.24,17/08/1991
0.2125,2.225806452,0.23,18/08/1991
0.1275,2.225806452,0.231,19/08/1991
0,2.225806452,0.232,20/08/1991
0,2.225806452,0.229,21/08/1991
0,2.225806452,0.216,22/08/1991
0,2.225806452,0.207,23/08/1991
0,2.225806452,0.196,24/08/1991
0,2.225806452,0.184,25/08/1991
0,2.225806452,0.182,26/08/1991
0,2.225806452,0.182,27/08/1991
0,2.225806452,0.182,28/08/1991
0,2.225806452,0.181,29/08/1991
0,2.225806452,0.183,30/08/1991
0,2.225806452,0.178,31/08/1991
0,3.233333333,0.165, 1/09/1991
0,3.233333333,0.15, 2/09/1991
0,3.233333333,0.147, 3/09/1991
0,3.233333333,0.147, 4/09/1991
0,3.233333333,0.144, 5/09/1991
0,3.233333333,0.137, 6/09/1991
0,3.233333333,0.133, 7/09/1991
0,3.233333333,0.13, 8/09/1991
0,3.233333333,0.127, 9/09/1991
0.775,3.233333333,0.126,10/09/1991
0.465,3.233333333,0.119,11/09/1991
0,3.233333333,0.11,12/09/1991
0,3.233333333,0.105,13/09/1991
0,3.233333333,0.099,14/09/1991
0,3.233333333,0.09,15/09/1991
0,3.233333333,0.084,16/09/1991
0,3.233333333,0.081,17/09/1991
0,3.233333333,0.08,18/09/1991
0,3.233333333,0.078,19/09/1991
0,3.233333333,0.076,20/09/1991
0,3.233333333,0.074,21/09/1991
0,3.233333333,0.073,22/09/1991
0,3.233333333,0.071,23/09/1991
0,3.233333333,0.072,24/09/1991
0,3.233333333,0.072,25/09/1991
0.48125,3.233333333,0.071,26/09/1991
0.28875,3.233333333,0.07,27/09/1991
0,3.233333333,0.07,28/09/1991
0,3.233333333,0.068,29/09/1991
0,3.233333333,0.066,30/09/1991
0,4.516129032,0.06, 1/10/1991
0,4.516129032,0.057, 2/10/1991
0,4.516129032,0.049, 3/10/1991
0,4.516129032,0.048, 4/10/1991
0,4.516129032,0.05, 5/10/1991
0,4.516129032,0.051, 6/10/1991
5.31875,4.516129032,0.053, 7/10/1991
3.735,4.516129032,0.056, 8/10/1991
23.00125,4.516129032,0.078, 9/10/1991
30.88,4.516129032,1.083,10/10/1991
10.715,4.516129032,0.811,11/10/1991
0.21,4.516129032,0.39,12/10/1991
0,4.516129032,0.261,13/10/1991
0,4.516129032,0.195,14/10/1991
0,4.516129032,0.156,15/10/1991
0,4.516129032,0.133,16/10/1991
2.2125,4.516129032,0.118,17/10/1991
1.33375,4.516129032,0.11,18/10/1991
2.15375,4.516129032,0.108,19/10/1991
1.29,4.516129032,0.11,20/10/1991
0.44375,4.516129032,0.11,21/10/1991
0.26625,4.516129032,0.11,22/10/1991
1.20625,4.516129032,0.106,23/10/1991
3.1675,4.516129032,0.11,24/10/1991
4.2475,4.516129032,0.116,25/10/1991
1.66875,4.516129032,0.118,26/10/1991
4.8875,4.516129032,0.117,27/10/1991
3.05125,4.516129032,0.122,28/10/1991
0.07125,4.516129032,0.223,29/10/1991
0,4.516129032,0.161,30/10/1991
0,4.516129032,0.123,31/10/1991
0.40625,5.2,0.106, 1/11/1991
3.65,5.2,0.099, 2/11/1991
2.04375,5.2,0.096, 3/11/1991
0.78125,5.2,0.094, 4/11/1991
0.46875,5.2,0.089, 5/11/1991
0,5.2,0.082, 6/11/1991
0.33125,5.2,0.077, 7/11/1991
0.19875,5.2,0.074, 8/11/1991
0,5.2,0.066, 9/11/1991
0,5.2,0.058,10/11/1991
3.10625,5.2,0.054,11/11/1991
2.18875,5.2,0.051,12/11/1991
0.8075,5.2,0.05,13/11/1991
4.68625,5.2,0.053,14/11/1991
2.91625,5.2,0.1,15/11/1991
0.195,5.2,0.087,16/11/1991
0,5.2,0.076,17/11/1991
0,5.2,0.068,18/11/1991
0,5.2,0.06,19/11/1991
1.75625,5.2,0.053,20/11/1991
20.2725,5.2,0.056,21/11/1991
11.5375,5.2,0.131,22/11/1991
0.00375,5.2,0.14,23/11/1991
0,5.2,0.15,24/11/1991
0,5.2,0.118,25/11/1991
0,5.2,0.091,26/11/1991
6.14375,5.2,0.072,27/11/1991
6.055,5.2,0.067,28/11/1991
11.40875,5.2,0.065,29/11/1991
18.44875,5.2,0.088,30/11/1991
10.605,5.838709677,0.407, 1/12/1991
1.87875,5.838709677,0.365, 2/12/1991
0,5.838709677,0.23, 3/12/1991
3.4,5.838709677,0.183, 4/12/1991
2.04,5.838709677,0.17, 5/12/1991
4.1375,5.838709677,0.128, 6/12/1991
