上游控制站1    上有控制站2
2.722486289	4.466128516
2.721431673	4.464663465
2.720377057	4.463198415
2.719322441	4.461733364
2.718267824	4.460268313
2.717213208	4.458803262
2.716158592	4.457338212
2.715103976	4.455873161
2.71404936	4.45440811
2.712994744	4.45294306
2.711940128	4.451478009
2.710885512	4.450012958
2.709830896	4.448547908
2.70877628	4.447082857
2.707721664	4.445617806
2.706667048	4.444152756
2.705612431	4.442687705
2.704557815	4.441222654
2.703503199	4.439757603
2.702448583	4.438292553
2.701393967	4.436827502
2.700339351	4.435362451
2.699284735	4.433897401
2.698230119	4.43243235
2.697175503	4.430967299
2.696120887	4.429502249
2.695066271	4.428037198
2.694011654	4.426572147
2.692957038	4.425107097
2.691902422	4.423642046
2.690847806	4.422176995
2.68979319	4.420711945
2.688738574	4.419246894
2.687683958	4.417781843
2.686629342	4.416316792
2.685574726	4.414851742
2.68452011	4.413386691
2.683465494	4.41192164
2.682410878	4.41045659
2.681356261	4.408991539
2.680301645	4.407526488
2.679247029	4.406061438
2.678192413	4.404596387
2.677137797	4.403131336
2.676083181	4.401666286
2.675028565	4.400201235
2.673973949	4.398736184
2.672919333	4.397271133
2.671864717	4.395806083
2.670810101	4.394341032
2.669755484	4.392875981
2.668700868	4.391410931
2.667646252	4.38994588
2.666591636	4.388480829
2.66553702	4.387015779
2.664482404	4.385550728
2.663427788	4.384085677
2.662373172	4.382620627
2.661318556	4.381155576
2.66026394	4.379690525
2.659209324	4.378225475
2.658154707	4.376760424
2.657100091	4.375295373
2.656045475	4.373830322
2.654990859	4.372365272
2.653936243	4.370900221
2.652881627	4.36943517
2.651827011	4.36797012
2.650772395	4.366505069
2.649717779	4.365040018
2.648663163	4.363574968
2.647608547	4.362109917
2.646553931	4.360644866
2.645499314	4.359179816
2.644444698	4.357714765
2.643390082	4.356249714
2.642335466	4.354784663
2.64128085	4.353319613
2.640226234	4.351854562
2.639171618	4.350389511
2.638117002	4.348924461
2.637062386	4.34745941
2.63600777	4.345994359
2.634953154	4.344529309
2.633898537	4.343064258
2.632843921	4.341599207
2.631789305	4.340134157
2.630734689	4.338669106
2.629680073	4.337204055
2.628625457	4.335739004
2.627570841	4.334273954
2.626516225	4.332808903
2.625461609	4.331343852
2.624406993	4.329878802
2.623352377	4.328413751
2.622297761	4.3269487
2.621243144	4.32548365
2.620188528	4.324018599
2.619133912	4.322553548
2.618079296	4.321088498
2.61702468	4.319623447
2.615970064	4.318158396
2.614915448	4.316693346
2.613860832	4.315228295
2.612806216	4.313763244
2.6117516	4.312298193
2.610696984	4.310833143
2.609642367	4.309368092
2.608587751	4.307903041
2.607533135	4.306437991
2.606478519	4.30497294
2.605423903	4.303507889
2.604369287	4.302042839
2.603314671	4.300577788
2.602260055	4.299112737
2.601205439	4.297647687
2.600150823	4.296182636
2.599096207	4.294717585
2.59804159	4.293252534
2.596986974	4.291787484
2.595932358	4.290322433
2.594877742	4.288857382
2.593823126	4.287392332
2.59276851	4.285927281
2.591713894	4.28446223
2.590659278	4.28299718
2.589604662	4.281532129
2.588550046	4.280067078
2.58749543	4.278602028
2.586440814	4.277136977
2.585386197	4.275671926
2.584331581	4.274206876
2.583276965	4.272741825
2.582222349	4.271276774
2.581167733	4.269811723
2.580113117	4.268346673
2.579058501	4.266881622
2.578003885	4.265416571
2.576949269	4.263951521
2.575894653	4.26248647
2.574840037	4.261021419
2.57378542	4.259556369
2.572730804	4.258091318
2.571676188	4.256626267
2.570621572	4.255161217
2.569566956	4.253696166
2.56851234	4.252231115
2.567457724	4.250766064
2.566403108	4.249301014
2.565348492	4.247835963
2.564293876	4.246370912
2.56323926	4.244905862
2.562184644	4.243440811
2.561130027	4.24197576
2.560075411	4.24051071
2.559020795	4.239045659
2.557966179	4.237580608
2.556911563	4.236115558
2.555856947	4.234650507
2.554802331	4.233185456
2.553747715	4.231720406
2.552693099	4.230255355
2.551638483	4.228790304
2.550583867	4.227325253
2.54952925	4.225860203
2.548474634	4.224395152
2.547420018	4.222930101
2.546365402	4.221465051
2.545310786	4.22
2.54425617	4.22
2.543201554	4.22
2.542146938	4.22
2.541092322	4.22
2.540037706	4.22
2.53898309	4.22
2.537928473	4.22
2.536873857	4.22
2.535819241	4.405
2.534764625	4.59
2.533710009	4.775
2.532655393	4.96
2.531600777	5.145
2.530546161	5.33
2.529491545	5.515
2.528436929	5.7
2.527382313	5.885
2.526327697	6.07
2.52527308	6.255
2.524218464	6.44
2.523163848	6.625
2.522109232	6.81
2.521054616	6.995
2.52	7.18
2.763333333	7.7275
3.006666667	8.275
3.25	8.8225
3.493333333	9.37
3.736666667	10.185
3.98	11
4.223333333	12.58181818
4.466666667	14.04
4.71	15.18181818
4.953333333	16.92727273
5.196666667	18.67272727
5.44	20.41818182
6.003333333	22.16363636
6.566666667	23.90909091
7.13	25.65454545
7.693333333	27.4
8.256666667	29.625
8.82	31.85
9.383333333	34.075
9.946666667	36.3
10.51	38.525
11.07333333	40.75
11.63666667	42.975
12.2	45.2
13.26666667	47.43333333
14.33333333	49.66666667
15.4	51.9
16.46666667	54.13333333
17.53333333	56.36666667
18.6	58.6
21.525	62.8
24.45	67
27.375	70.3
30.3	72.7
34.6	75.1
38.9	77.5
40.85	84.22222222
42.8	90.94444444
44.75	97.66666667
46.7	104.3888889
54.05	111.1111111
61.4	117.8333333
64.68333333	124.5555556
67.96666667	131.2777778
71.25	138
74.53333333	146.6666667
77.81666667	155.3333333
81.1	164
83.25	177
85.4	190
87.55	203
89.7	216
90.4	221.5
91.1	227
93.25	236.5555556
